dex,name,form,shadow,pvpoke_name,evo_ids,search_string
326,Grumpig,Normal,True,Grumpig (Shadow),"[325, 326]","325,326&shadow"
327,Spinda,00,False,Spinda,[327],327&!shadow
327,Spinda,00,True,Spinda (Shadow),[327],327&shadow
328,Trapinch,Normal,False,Trapinch,[328],328&!shadow
328,Trapinch,Normal,True,Trapinch (Shadow),[328],328&shadow
329,Vibrava,Normal,False,Vibrava,"[328, 329]","328,329&!shadow"
329,Vibrava,Normal,True,Vibrava (Shadow),"[328, 329]","328,329&shadow"
330,Flygon,Normal,False,Flygon,"[328, 329, 330]","328,329,330&!shadow"
330,Flygon,Normal,True,Flygon (Shadow),"[328, 329, 330]","328,329,330&shadow"
331,Cacnea,Normal,False,Cacnea,[331],331&!shadow
331,Cacnea,Normal,True,Cacnea (Shadow),[331],331&shadow
332,Cacturne,Normal,False,Cacturne,"[331, 332]","331,332&!shadow"
332,Cacturne,Normal,True,Cacturne (Shadow),"[331, 332]","331,332&shadow"
333,Swablu,Normal,False,Swablu,[333],333&!shadow
333,Swablu,Normal,True,Swablu (Shadow),[333],333&shadow
334,Altaria,Normal,False,Altaria,"[333, 334]","333,334&!shadow"
334,Altaria,Normal,True,Altaria (Shadow),"[333, 334]","333,334&shadow"
335,Zangoose,Normal,False,Zangoose,[335],335&!shadow
335,Zangoose,Normal,True,Zangoose (Shadow),[335],335&shadow
336,Seviper,Normal,False,Seviper,[336],336&!shadow
336,Seviper,Normal,True,Seviper (Shadow),[336],336&shadow
337,Lunatone,Normal,False,Lunatone,[337],337&!shadow
337,Lunatone,Normal,True,Lunatone (Shadow),[337],337&shadow
338,Solrock,Normal,False,Solrock,[338],338&!shadow
338,Solrock,Normal,True,Solrock (Shadow),[338],338&shadow
339,Barboach,Normal,False,Barboach,[339],339&!shadow
339,Barboach,Normal,True,Barboach (Shadow),[339],339&shadow
340,Whiscash,Normal,False,Whiscash,"[339, 340]","339,340&!shadow"
340,Whiscash,Normal,True,Whiscash (Shadow),"[339, 340]","339,340&shadow"
341,Corphish,Normal,False,Corphish,[341],341&!shadow
341,Corphish,Normal,True,Corphish (Shadow),[341],341&shadow
342,Crawdaunt,Normal,False,Crawdaunt,"[341, 342]","341,342&!shadow"
342,Crawdaunt,Normal,True,Crawdaunt (Shadow),"[341, 342]","341,342&shadow"
343,Baltoy,Normal,False,Baltoy,[343],343&!shadow
343,Baltoy,Normal,True,Baltoy (Shadow),[343],343&shadow
344,Claydol,Normal,False,Claydol,"[343, 344]","343,344&!shadow"
344,Claydol,Normal,True,Claydol (Shadow),"[343, 344]","343,344&shadow"
345,Lileep,Normal,False,Lileep,[345],345&!shadow
345,Lileep,Normal,True,Lileep (Shadow),[345],345&shadow
346,Cradily,Normal,False,Cradily,"[345, 346]","345,346&!shadow"
346,Cradily,Normal,True,Cradily (Shadow),"[345, 346]","345,346&shadow"
347,Anorith,Normal,False,Anorith,[347],347&!shadow
347,Anorith,Normal,True,Anorith (Shadow),[347],347&shadow
348,Armaldo,Normal,False,Armaldo,"[347, 348]","347,348&!shadow"
348,Armaldo,Normal,True,Armaldo (Shadow),"[347, 348]","347,348&shadow"
349,Feebas,Normal,False,Feebas,[349],349&!shadow
349,Feebas,Normal,True,Feebas (Shadow),[349],349&shadow
350,Milotic,Normal,False,Milotic,"[349, 350]","349,350&!shadow"
350,Milotic,Normal,True,Milotic (Shadow),"[349, 350]","349,350&shadow"
351,Castform,Normal,False,Castform,[351],351&!shadow
351,Castform,Normal,True,Castform (Shadow),[351],351&shadow
351,Castform,Rainy,False,Castform (Rainy),[351],351&!shadow
351,Castform,Rainy,True,Castform (Rainy) (Shadow),[351],351&shadow
351,Castform,Snowy,False,Castform (Snowy),[351],351&!shadow
351,Castform,Snowy,True,Castform (Snowy) (Shadow),[351],351&shadow
351,Castform,Sunny,False,Castform (Sunny),[351],351&!shadow
351,Castform,Sunny,True,Castform (Sunny) (Shadow),[351],351&shadow
352,Kecleon,Normal,False,Kecleon,[352],352&!shadow
352,Kecleon,Normal,True,Kecleon (Shadow),[352],352&shadow
353,Shuppet,Normal,False,Shuppet,[353],353&!shadow
353,Shuppet,Normal,True,Shuppet (Shadow),[353],353&shadow
354,Banette,Normal,False,Banette,"[353, 354]","353,354&!shadow"
354,Banette,Normal,True,Banette (Shadow),"[353, 354]","353,354&shadow"
355,Duskull,Normal,False,Duskull,[355],355&!shadow
355,Duskull,Normal,True,Duskull (Shadow),[355],355&shadow
356,Dusclops,Normal,False,Dusclops,"[355, 356]","355,356&!shadow"
356,Dusclops,Normal,True,Dusclops (Shadow),"[355, 356]","355,356&shadow"
357,Tropius,Normal,False,Tropius,[357],357&!shadow
357,Tropius,Normal,True,Tropius (Shadow),[357],357&shadow
358,Chimecho,Normal,False,Chimecho,"[358, 433]","358,433&!shadow"
358,Chimecho,Normal,True,Chimecho (Shadow),"[358, 433]","358,433&shadow"
359,Absol,Normal,False,Absol,[359],359&!shadow
359,Absol,Normal,True,Absol (Shadow),[359],359&shadow
360,Wynaut,Normal,False,Wynaut,[360],360&!shadow
360,Wynaut,Normal,True,Wynaut (Shadow),[360],360&shadow
361,Snorunt,Normal,False,Snorunt,[361],361&!shadow
361,Snorunt,Normal,True,Snorunt (Shadow),[361],361&shadow
362,Glalie,Normal,False,Glalie,"[361, 362]","361,362&!shadow"
362,Glalie,Normal,True,Glalie (Shadow),"[361, 362]","361,362&shadow"
363,Spheal,Normal,False,Spheal,[363],363&!shadow
363,Spheal,Normal,True,Spheal (Shadow),[363],363&shadow
364,Sealeo,Normal,False,Sealeo,"[363, 364]","363,364&!shadow"
364,Sealeo,Normal,True,Sealeo (Shadow),"[363, 364]","363,364&shadow"
365,Walrein,Normal,False,Walrein,"[363, 364, 365]","363,364,365&!shadow"
365,Walrein,Normal,True,Walrein (Shadow),"[363, 364, 365]","363,364,365&shadow"
366,Clamperl,Normal,False,Clamperl,[366],366&!shadow
366,Clamperl,Normal,True,Clamperl (Shadow),[366],366&shadow
367,Huntail,Normal,False,Huntail,"[366, 367]","366,367&!shadow"
367,Huntail,Normal,True,Huntail (Shadow),"[366, 367]","366,367&shadow"
368,Gorebyss,Normal,False,Gorebyss,"[366, 368]","366,368&!shadow"
368,Gorebyss,Normal,True,Gorebyss (Shadow),"[366, 368]","366,368&shadow"
369,Relicanth,Normal,False,Relicanth,[369],369&!shadow
369,Relicanth,Normal,True,Relicanth (Shadow),[369],369&shadow
370,Luvdisc,Normal,False,Luvdisc,[370],370&!shadow
370,Luvdisc,Normal,True,Luvdisc (Shadow),[370],370&shadow
371,Bagon,Normal,False,Bagon,[371],371&!shadow
371,Bagon,Normal,True,Bagon (Shadow),[371],371&shadow
372,Shelgon,Normal,False,Shelgon,"[371, 372]","371,372&!shadow"
372,Shelgon,Normal,True,Shelgon (Shadow),"[371, 372]","371,372&shadow"
373,Salamence,Normal,False,Salamence,"[371, 372, 373]","371,372,373&!shadow"
373,Salamence,Normal,True,Salamence (Shadow),"[371, 372, 373]","371,372,373&shadow"
374,Beldum,Normal,False,Beldum,[374],374&!shadow
374,Beldum,Normal,True,Beldum (Shadow),[374],374&shadow
375,Metang,Normal,False,Metang,"[374, 375]","374,375&!shadow"
375,Metang,Normal,True,Metang (Shadow),"[374, 375]","374,375&shadow"
376,Metagross,Normal,False,Metagross,"[374, 375, 376]","374,375,376&!shadow"
376,Metagross,Normal,True,Metagross (Shadow),"[374, 375, 376]","374,375,376&shadow"
377,Regirock,Normal,False,Regirock,[377],377&!shadow
377,Regirock,Normal,True,Regirock (Shadow),[377],377&shadow
378,Regice,Normal,False,Regice,[378],378&!shadow
378,Regice,Normal,True,Regice (Shadow),[378],378&shadow
379,Registeel,Normal,False,Registeel,[379],379&!shadow
379,Registeel,Normal,True,Registeel (Shadow),[379],379&shadow
380,Latias,Normal,False,Latias,[380],380&!shadow
380,Latias,Normal,True,Latias (Shadow),[380],380&shadow
381,Latios,Normal,False,Latios,[381],381&!shadow
381,Latios,Normal,True,Latios (Shadow),[381],381&shadow
382,Kyogre,Normal,False,Kyogre,[382],382&!shadow
382,Kyogre,Normal,True,Kyogre (Shadow),[382],382&shadow
383,Groudon,Normal,False,Groudon,[383],383&!shadow
383,Groudon,Normal,True,Groudon (Shadow),[383],383&shadow
384,Rayquaza,Normal,False,Rayquaza,[384],384&!shadow
384,Rayquaza,Normal,True,Rayquaza (Shadow),[384],384&shadow
385,Jirachi,Normal,False,Jirachi,[385],385&!shadow
385,Jirachi,Normal,True,Jirachi (Shadow),[385],385&shadow
386,Deoxys,Attack,False,Deoxys (Attack),[386],386&!shadow
386,Deoxys,Attack,True,Deoxys (Attack) (Shadow),[386],386&shadow
386,Deoxys,Defense,False,Deoxys (Defense),[386],386&!shadow
386,Deoxys,Defense,True,Deoxys (Defense) (Shadow),[386],386&shadow
386,Deoxys,Normal,False,Deoxys,[386],386&!shadow
386,Deoxys,Normal,True,Deoxys (Shadow),[386],386&shadow
386,Deoxys,Speed,False,Deoxys (Speed),[386],386&!shadow
386,Deoxys,Speed,True,Deoxys (Speed) (Shadow),[386],386&shadow
387,Turtwig,Normal,False,Turtwig,[387],387&!shadow
387,Turtwig,Normal,True,Turtwig (Shadow),[387],387&shadow
388,Grotle,Normal,False,Grotle,"[387, 388]","387,388&!shadow"
388,Grotle,Normal,True,Grotle (Shadow),"[387, 388]","387,388&shadow"
389,Torterra,Normal,False,Torterra,"[387, 388, 389]","387,388,389&!shadow"
389,Torterra,Normal,True,Torterra (Shadow),"[387, 388, 389]","387,388,389&shadow"
390,Chimchar,Normal,False,Chimchar,[390],390&!shadow
390,Chimchar,Normal,True,Chimchar (Shadow),[390],390&shadow
391,Monferno,Normal,False,Monferno,"[390, 391]","390,391&!shadow"
391,Monferno,Normal,True,Monferno (Shadow),"[390, 391]","390,391&shadow"
392,Infernape,Normal,False,Infernape,"[390, 391, 392]","390,391,392&!shadow"
392,Infernape,Normal,True,Infernape (Shadow),"[390, 391, 392]","390,391,392&shadow"
393,Piplup,Normal,False,Piplup,[393],393&!shadow
393,Piplup,Normal,True,Piplup (Shadow),[393],393&shadow
394,Prinplup,Normal,False,Prinplup,"[393, 394]","393,394&!shadow"
394,Prinplup,Normal,True,Prinplup (Shadow),"[393, 394]","393,394&shadow"
395,Empoleon,Normal,False,Empoleon,"[393, 394, 395]","393,394,395&!shadow"
395,Empoleon,Normal,True,Empoleon (Shadow),"[393, 394, 395]","393,394,395&shadow"
396,Starly,Normal,False,Starly,[396],396&!shadow
396,Starly,Normal,True,Starly (Shadow),[396],396&shadow
397,Staravia,Normal,False,Staravia,"[396, 397]","396,397&!shadow"
397,Staravia,Normal,True,Staravia (Shadow),"[396, 397]","396,397&shadow"
398,Staraptor,Normal,False,Staraptor,"[396, 397, 398]","396,397,398&!shadow"
398,Staraptor,Normal,True,Staraptor (Shadow),"[396, 397, 398]","396,397,398&shadow"
399,Bidoof,Normal,False,Bidoof,[399],399&!shadow
399,Bidoof,Normal,True,Bidoof (Shadow),[399],399&shadow
400,Bibarel,Normal,False,Bibarel,"[399, 400]","399,400&!shadow"
400,Bibarel,Normal,True,Bibarel (Shadow),"[399, 400]","399,400&shadow"
401,Kricketot,Normal,False,Kricketot,[401],401&!shadow
401,Kricketot,Normal,True,Kricketot (Shadow),[401],401&shadow
402,Kricketune,Normal,False,Kricketune,"[401, 402]","401,402&!shadow"
402,Kricketune,Normal,True,Kricketune (Shadow),"[401, 402]","401,402&shadow"
403,Shinx,Normal,False,Shinx,[403],403&!shadow
403,Shinx,Normal,True,Shinx (Shadow),[403],403&shadow
404,Luxio,Normal,False,Luxio,"[403, 404]","403,404&!shadow"
404,Luxio,Normal,True,Luxio (Shadow),"[403, 404]","403,404&shadow"
405,Luxray,Normal,False,Luxray,"[403, 404, 405]","403,404,405&!shadow"
405,Luxray,Normal,True,Luxray (Shadow),"[403, 404, 405]","403,404,405&shadow"
406,Budew,Normal,False,Budew,[406],406&!shadow
406,Budew,Normal,True,Budew (Shadow),[406],406&shadow
407,Roserade,Normal,False,Roserade,"[315, 406, 407]","315,406,407&!shadow"
407,Roserade,Normal,True,Roserade (Shadow),"[315, 406, 407]","315,406,407&shadow"
408,Cranidos,Normal,False,Cranidos,[408],408&!shadow
408,Cranidos,Normal,True,Cranidos (Shadow),[408],408&shadow
409,Rampardos,Normal,False,Rampardos,"[408, 409]","408,409&!shadow"
409,Rampardos,Normal,True,Rampardos (Shadow),"[408, 409]","408,409&shadow"
410,Shieldon,Normal,False,Shieldon,[410],410&!shadow
410,Shieldon,Normal,True,Shieldon (Shadow),[410],410&shadow
411,Bastiodon,Normal,False,Bastiodon,"[410, 411]","410,411&!shadow"
411,Bastiodon,Normal,True,Bastiodon (Shadow),"[410, 411]","410,411&shadow"
412,Burmy,Plant,False,Burmy (Plant),[412],412&!shadow
412,Burmy,Plant,True,Burmy (Plant) (Shadow),[412],412&shadow
412,Burmy,Sandy,False,Burmy (Sandy),[412],412&!shadow
412,Burmy,Sandy,True,Burmy (Sandy) (Shadow),[412],412&shadow
412,Burmy,Trash,False,Burmy (Trash),[412],412&!shadow
412,Burmy,Trash,True,Burmy (Trash) (Shadow),[412],412&shadow
413,Wormadam,Plant,False,Wormadam (Plant),"[412, 413]","412,413&!shadow"
413,Wormadam,Plant,True,Wormadam (Plant) (Shadow),"[412, 413]","412,413&shadow"
413,Wormadam,Sandy,False,Wormadam (Sandy),"[412, 413]","412,413&!shadow"
413,Wormadam,Sandy,True,Wormadam (Sandy) (Shadow),"[412, 413]","412,413&shadow"
413,Wormadam,Trash,False,Wormadam (Trash),"[412, 413]","412,413&!shadow"
413,Wormadam,Trash,True,Wormadam (Trash) (Shadow),"[412, 413]","412,413&shadow"
414,Mothim,Normal,False,Mothim,"[412, 414]","412,414&!shadow"
414,Mothim,Normal,True,Mothim (Shadow),"[412, 414]","412,414&shadow"
415,Combee,Normal,False,Combee,[415],415&!shadow
415,Combee,Normal,True,Combee (Shadow),[415],415&shadow
416,Vespiquen,Normal,False,Vespiquen,"[415, 416]","415,416&!shadow"
416,Vespiquen,Normal,True,Vespiquen (Shadow),"[415, 416]","415,416&shadow"
417,Pachirisu,Normal,False,Pachirisu,[417],417&!shadow
417,Pachirisu,Normal,True,Pachirisu (Shadow),[417],417&shadow
418,Buizel,Normal,False,Buizel,[418],418&!shadow
418,Buizel,Normal,True,Buizel (Shadow),[418],418&shadow
419,Floatzel,Normal,False,Floatzel,"[418, 419]","418,419&!shadow"
419,Floatzel,Normal,True,Floatzel (Shadow),"[418, 419]","418,419&shadow"
420,Cherubi,Normal,False,Cherubi,[420],420&!shadow
420,Cherubi,Normal,True,Cherubi (Shadow),[420],420&shadow
421,Cherrim,Overcast,False,Cherrim (Overcast),"[420, 421]","420,421&!shadow"
421,Cherrim,Overcast,True,Cherrim (Overcast) (Shadow),"[420, 421]","420,421&shadow"
421,Cherrim,Sunshine,False,Cherrim (Sunshine),"[420, 421]","420,421&!shadow"
421,Cherrim,Sunshine,True,Cherrim (Sunshine) (Shadow),"[420, 421]","420,421&shadow"
422,Shellos,East_sea,False,Shellos,[422],422&!shadow
422,Shellos,East_sea,True,Shellos (Shadow),[422],422&shadow
422,Shellos,West_sea,False,Shellos,[422],422&!shadow
422,Shellos,West_sea,True,Shellos (Shadow),[422],422&shadow
423,Gastrodon,East_sea,False,Gastrodon,"[422, 423]","422,423&!shadow"
423,Gastrodon,East_sea,True,Gastrodon (Shadow),"[422, 423]","422,423&shadow"
423,Gastrodon,West_sea,False,Gastrodon,"[422, 423]","422,423&!shadow"
423,Gastrodon,West_sea,True,Gastrodon (Shadow),"[422, 423]","422,423&shadow"
424,Ambipom,Normal,False,Ambipom,"[190, 424]","190,424&!shadow"
424,Ambipom,Normal,True,Ambipom (Shadow),"[190, 424]","190,424&shadow"
425,Drifloon,Normal,False,Drifloon,[425],425&!shadow
425,Drifloon,Normal,True,Drifloon (Shadow),[425],425&shadow
426,Drifblim,Normal,False,Drifblim,"[425, 426]","425,426&!shadow"
426,Drifblim,Normal,True,Drifblim (Shadow),"[425, 426]","425,426&shadow"
427,Buneary,Normal,False,Buneary,[427],427&!shadow
427,Buneary,Normal,True,Buneary (Shadow),[427],427&shadow
428,Lopunny,Normal,False,Lopunny,"[427, 428]","427,428&!shadow"
428,Lopunny,Normal,True,Lopunny (Shadow),"[427, 428]","427,428&shadow"
429,Mismagius,Normal,False,Mismagius,"[200, 429]","200,429&!shadow"
429,Mismagius,Normal,True,Mismagius (Shadow),"[200, 429]","200,429&shadow"
430,Honchkrow,Normal,False,Honchkrow,"[198, 430]","198,430&!shadow"
430,Honchkrow,Normal,True,Honchkrow (Shadow),"[198, 430]","198,430&shadow"
431,Glameow,Normal,False,Glameow,[431],431&!shadow
431,Glameow,Normal,True,Glameow (Shadow),[431],431&shadow
432,Purugly,Normal,False,Purugly,"[431, 432]","431,432&!shadow"
432,Purugly,Normal,True,Purugly (Shadow),"[431, 432]","431,432&shadow"
433,Chingling,Normal,False,Chingling,[433],433&!shadow
433,Chingling,Normal,True,Chingling (Shadow),[433],433&shadow
434,Stunky,Normal,False,Stunky,[434],434&!shadow
434,Stunky,Normal,True,Stunky (Shadow),[434],434&shadow
435,Skuntank,Normal,False,Skuntank,"[434, 435]","434,435&!shadow"
435,Skuntank,Normal,True,Skuntank (Shadow),"[434, 435]","434,435&shadow"
436,Bronzor,Normal,False,Bronzor,[436],436&!shadow
436,Bronzor,Normal,True,Bronzor (Shadow),[436],436&shadow
437,Bronzong,Normal,False,Bronzong,"[436, 437]","436,437&!shadow"
437,Bronzong,Normal,True,Bronzong (Shadow),"[436, 437]","436,437&shadow"
438,Bonsly,Normal,False,Bonsly,[438],438&!shadow
438,Bonsly,Normal,True,Bonsly (Shadow),[438],438&shadow
439,Mime Jr.,Normal,False,Mime (Jr),[439],439&!shadow
439,Mime Jr.,Normal,True,Mime (Jr) (Shadow),[439],439&shadow
440,Happiny,Normal,False,Happiny,[440],440&!shadow
440,Happiny,Normal,True,Happiny (Shadow),[440],440&shadow
441,Chatot,Normal,False,Chatot,[441],441&!shadow
441,Chatot,Normal,True,Chatot (Shadow),[441],441&shadow
442,Spiritomb,Normal,False,Spiritomb,[442],442&!shadow
442,Spiritomb,Normal,True,Spiritomb (Shadow),[442],442&shadow
443,Gible,Normal,False,Gible,[443],443&!shadow
443,Gible,Normal,True,Gible (Shadow),[443],443&shadow
444,Gabite,Normal,False,Gabite,"[443, 444]","443,444&!shadow"
444,Gabite,Normal,True,Gabite (Shadow),"[443, 444]","443,444&shadow"
445,Garchomp,Normal,False,Garchomp,"[443, 444, 445]","443,444,445&!shadow"
445,Garchomp,Normal,True,Garchomp (Shadow),"[443, 444, 445]","443,444,445&shadow"
446,Munchlax,Normal,False,Munchlax,[446],446&!shadow
446,Munchlax,Normal,True,Munchlax (Shadow),[446],446&shadow
447,Riolu,Normal,False,Riolu,[447],447&!shadow
447,Riolu,Normal,True,Riolu (Shadow),[447],447&shadow
448,Lucario,Normal,False,Lucario,"[447, 448]","447,448&!shadow"
448,Lucario,Normal,True,Lucario (Shadow),"[447, 448]","447,448&shadow"
449,Hippopotas,Normal,False,Hippopotas,[449],449&!shadow
449,Hippopotas,Normal,True,Hippopotas (Shadow),[449],449&shadow
450,Hippowdon,Normal,False,Hippowdon,"[449, 450]","449,450&!shadow"
450,Hippowdon,Normal,True,Hippowdon (Shadow),"[449, 450]","449,450&shadow"
451,Skorupi,Normal,False,Skorupi,[451],451&!shadow
451,Skorupi,Normal,True,Skorupi (Shadow),[451],451&shadow
452,Drapion,Normal,False,Drapion,"[451, 452]","451,452&!shadow"
452,Drapion,Normal,True,Drapion (Shadow),"[451, 452]","451,452&shadow"
453,Croagunk,Normal,False,Croagunk,[453],453&!shadow
453,Croagunk,Normal,True,Croagunk (Shadow),[453],453&shadow
454,Toxicroak,Normal,False,Toxicroak,"[453, 454]","453,454&!shadow"
454,Toxicroak,Normal,True,Toxicroak (Shadow),"[453, 454]","453,454&shadow"
455,Carnivine,Normal,False,Carnivine,[455],455&!shadow
455,Carnivine,Normal,True,Carnivine (Shadow),[455],455&shadow
456,Finneon,Normal,False,Finneon,[456],456&!shadow
456,Finneon,Normal,True,Finneon (Shadow),[456],456&shadow
457,Lumineon,Normal,False,Lumineon,"[456, 457]","456,457&!shadow"
457,Lumineon,Normal,True,Lumineon (Shadow),"[456, 457]","456,457&shadow"
458,Mantyke,Normal,False,Mantyke,[458],458&!shadow
458,Mantyke,Normal,True,Mantyke (Shadow),[458],458&shadow
459,Snover,Normal,False,Snover,[459],459&!shadow
459,Snover,Normal,True,Snover (Shadow),[459],459&shadow
460,Abomasnow,Normal,False,Abomasnow,"[459, 460]","459,460&!shadow"
460,Abomasnow,Normal,True,Abomasnow (Shadow),"[459, 460]","459,460&shadow"
461,Weavile,Normal,False,Weavile,"[215, 461]","215,461&!shadow"
461,Weavile,Normal,True,Weavile (Shadow),"[215, 461]","215,461&shadow"
462,Magnezone,Normal,False,Magnezone,"[81, 82, 462]","81,82,462&!shadow"
462,Magnezone,Normal,True,Magnezone (Shadow),"[81, 82, 462]","81,82,462&shadow"
463,Lickilicky,Normal,False,Lickilicky,"[108, 463]","108,463&!shadow"
463,Lickilicky,Normal,True,Lickilicky (Shadow),"[108, 463]","108,463&shadow"
464,Rhyperior,Normal,False,Rhyperior,"[111, 112, 464]","111,112,464&!shadow"
464,Rhyperior,Normal,True,Rhyperior (Shadow),"[111, 112, 464]","111,112,464&shadow"
465,Tangrowth,Normal,False,Tangrowth,"[114, 465]","114,465&!shadow"
465,Tangrowth,Normal,True,Tangrowth (Shadow),"[114, 465]","114,465&shadow"
466,Electivire,Normal,False,Electivire,"[125, 239, 466]","125,239,466&!shadow"
466,Electivire,Normal,True,Electivire (Shadow),"[125, 239, 466]","125,239,466&shadow"
467,Magmortar,Normal,False,Magmortar,"[126, 240, 467]","126,240,467&!shadow"
467,Magmortar,Normal,True,Magmortar (Shadow),"[126, 240, 467]","126,240,467&shadow"
468,Togekiss,Normal,False,Togekiss,"[175, 176, 468]","175,176,468&!shadow"
468,Togekiss,Normal,True,Togekiss (Shadow),"[175, 176, 468]","175,176,468&shadow"
469,Yanmega,Normal,False,Yanmega,"[193, 469]","193,469&!shadow"
469,Yanmega,Normal,True,Yanmega (Shadow),"[193, 469]","193,469&shadow"
470,Leafeon,Normal,False,Leafeon,"[133, 470]","133,470&!shadow"
470,Leafeon,Normal,True,Leafeon (Shadow),"[133, 470]","133,470&shadow"
471,Glaceon,Normal,False,Glaceon,"[133, 471]","133,471&!shadow"
471,Glaceon,Normal,True,Glaceon (Shadow),"[133, 471]","133,471&shadow"
472,Gliscor,Normal,False,Gliscor,"[207, 472]","207,472&!shadow"
472,Gliscor,Normal,True,Gliscor (Shadow),"[207, 472]","207,472&shadow"
473,Mamoswine,Normal,False,Mamoswine,"[220, 221, 473]","220,221,473&!shadow"
473,Mamoswine,Normal,True,Mamoswine (Shadow),"[220, 221, 473]","220,221,473&shadow"
474,Porygon-Z,Normal,False,Porygon-Z,"[137, 233, 474]","137,233,474&!shadow"
474,Porygon-Z,Normal,True,Porygon-Z (Shadow),"[137, 233, 474]","137,233,474&shadow"
475,Gallade,Normal,False,Gallade,"[280, 281, 475]","280,281,475&!shadow"
475,Gallade,Normal,True,Gallade (Shadow),"[280, 281, 475]","280,281,475&shadow"
476,Probopass,Normal,False,Probopass,"[299, 476]","299,476&!shadow"
476,Probopass,Normal,True,Probopass (Shadow),"[299, 476]","299,476&shadow"
477,Dusknoir,Normal,False,Dusknoir,"[355, 356, 477]","355,356,477&!shadow"
477,Dusknoir,Normal,True,Dusknoir (Shadow),"[355, 356, 477]","355,356,477&shadow"
478,Froslass,Normal,False,Froslass,"[361, 478]","361,478&!shadow"
478,Froslass,Normal,True,Froslass (Shadow),"[361, 478]","361,478&shadow"
479,Rotom,Fan,False,Rotom (Fan),[479],479&!shadow
479,Rotom,Fan,True,Rotom (Fan) (Shadow),[479],479&shadow
479,Rotom,Frost,False,Rotom (Frost),[479],479&!shadow
479,Rotom,Frost,True,Rotom (Frost) (Shadow),[479],479&shadow
479,Rotom,Heat,False,Rotom (Heat),[479],479&!shadow
479,Rotom,Heat,True,Rotom (Heat) (Shadow),[479],479&shadow
479,Rotom,Mow,False,Rotom (Mow),[479],479&!shadow
479,Rotom,Mow,True,Rotom (Mow) (Shadow),[479],479&shadow
479,Rotom,Normal,False,Rotom,[479],479&!shadow
479,Rotom,Normal,True,Rotom (Shadow),[479],479&shadow
479,Rotom,Wash,False,Rotom (Wash),[479],479&!shadow
479,Rotom,Wash,True,Rotom (Wash) (Shadow),[479],479&shadow
480,Uxie,Normal,False,Uxie,[480],480&!shadow
480,Uxie,Normal,True,Uxie (Shadow),[480],480&shadow
481,Mesprit,Normal,False,Mesprit,[481],481&!shadow
481,Mesprit,Normal,True,Mesprit (Shadow),[481],481&shadow
482,Azelf,Normal,False,Azelf,[482],482&!shadow
482,Azelf,Normal,True,Azelf (Shadow),[482],482&shadow
483,Dialga,Normal,False,Dialga,[483],483&!shadow
483,Dialga,Normal,True,Dialga (Shadow),[483],483&shadow
483,Dialga,Origin,False,Dialga (Origin),[483],483&!shadow
483,Dialga,Origin,True,Dialga (Origin) (Shadow),[483],483&shadow
484,Palkia,Normal,False,Palkia,[484],484&!shadow
484,Palkia,Normal,True,Palkia (Shadow),[484],484&shadow
484,Palkia,Origin,False,Palkia (Origin),[484],484&!shadow
484,Palkia,Origin,True,Palkia (Origin) (Shadow),[484],484&shadow
485,Heatran,Normal,False,Heatran,[485],485&!shadow
485,Heatran,Normal,True,Heatran (Shadow),[485],485&shadow
486,Regigigas,Normal,False,Regigigas,[486],486&!shadow
486,Regigigas,Normal,True,Regigigas (Shadow),[486],486&shadow
487,Giratina,Altered,False,Giratina (Altered),[487],487&!shadow
487,Giratina,Altered,True,Giratina (Altered) (Shadow),[487],487&shadow
487,Giratina,Origin,False,Giratina (Origin),[487],487&!shadow
487,Giratina,Origin,True,Giratina (Origin) (Shadow),[487],487&shadow
488,Cresselia,Normal,False,Cresselia,[488],488&!shadow
488,Cresselia,Normal,True,Cresselia (Shadow),[488],488&shadow
489,Phione,Normal,False,Phione,[489],489&!shadow
489,Phione,Normal,True,Phione (Shadow),[489],489&shadow
490,Manaphy,Normal,False,Manaphy,[490],490&!shadow
490,Manaphy,Normal,True,Manaphy (Shadow),[490],490&shadow
491,Darkrai,Normal,False,Darkrai,[491],491&!shadow
491,Darkrai,Normal,True,Darkrai (Shadow),[491],491&shadow
492,Shaymin,Land,False,Shaymin (Land),[492],492&!shadow
492,Shaymin,Land,True,Shaymin (Land) (Shadow),[492],492&shadow
492,Shaymin,Sky,False,Shaymin (Sky),[492],492&!shadow
492,Shaymin,Sky,True,Shaymin (Sky) (Shadow),[492],492&shadow
493,Arceus,Normal,False,Arceus,[493],493&!shadow
493,Arceus,Normal,True,Arceus (Shadow),[493],493&shadow
494,Victini,Normal,False,Victini,[494],494&!shadow
494,Victini,Normal,True,Victini (Shadow),[494],494&shadow
495,Snivy,Normal,False,Snivy,[495],495&!shadow
495,Snivy,Normal,True,Snivy (Shadow),[495],495&shadow
496,Servine,Normal,False,Servine,"[495, 496]","495,496&!shadow"
496,Servine,Normal,True,Servine (Shadow),"[495, 496]","495,496&shadow"
497,Serperior,Normal,False,Serperior,"[495, 496, 497]","495,496,497&!shadow"
497,Serperior,Normal,True,Serperior (Shadow),"[495, 496, 497]","495,496,497&shadow"
498,Tepig,Normal,False,Tepig,[498],498&!shadow
498,Tepig,Normal,True,Tepig (Shadow),[498],498&shadow
499,Pignite,Normal,False,Pignite,"[498, 499]","498,499&!shadow"
499,Pignite,Normal,True,Pignite (Shadow),"[498, 499]","498,499&shadow"
